query_id,rank,target_id
afhq_cat_009964,2,afhq_dog_000026
afhq_cat_009964,3,afhq_dog_014685
afhq_cat_009964,4,afhq_dog_004103
afhq_cat_009964,5,afhq_dog_004082
afhq_cat_009964,6,afhq_dog_001850
afhq_cat_009964,7,afhq_dog_000640
afhq_cat_009964,8,afhq_dog_003382
afhq_cat_009964,9,afhq_dog_004512
afhq_cat_009964,10,afhq_dog_004591
afhq_cat_009964,11,afhq_dog_000345
afhq_cat_009964,12,afhq_dog_000477
afhq_cat_009964,13,afhq_dog_002898
afhq_cat_009964,14,afhq_dog_002591
afhq_cat_009964,15,afhq_dog_015064
afhq_cat_012943,1,afhq_dog_000845
afhq_cat_012943,2,afhq_dog_003389
afhq_cat_012943,3,afhq_dog_000590
afhq_cat_012943,4,afhq_dog_002560
afhq_cat_012943,5,afhq_dog_004026
afhq_cat_012943,6,afhq_dog_002517
afhq_cat_012943,7,afhq_dog_002046
afhq_cat_012943,8,afhq_dog_002765
afhq_cat_012943,9,afhq_dog_000345
afhq_cat_012943,10,afhq_dog_003901
afhq_cat_012943,11,afhq_dog_000477
afhq_cat_012943,12,afhq_dog_000336
afhq_cat_012943,13,afhq_dog_004082
afhq_cat_012943,14,afhq_dog_002692
afhq_cat_012943,15,afhq_dog_001071
afhq_cat_011311,1,afhq_dog_001893
afhq_cat_011311,2,afhq_dog_002015
afhq_cat_011311,3,afhq_dog_000390
afhq_cat_011311,4,afhq_dog_000029
afhq_cat_011311,5,afhq_dog_002178
afhq_cat_011311,6,afhq_dog_004203
afhq_cat_011311,7,afhq_dog_004345
afhq_cat_011311,8,afhq_dog_004391
afhq_cat_011311,9,afhq_dog_003644
afhq_cat_011311,10,afhq_dog_000358
afhq_cat_011311,11,afhq_dog_001781
afhq_cat_011311,12,afhq_dog_001850
afhq_cat_011311,13,afhq_dog_002481
afhq_cat_011311,14,afhq_dog_002827
afhq_cat_011311,15,afhq_dog_003389
afhq_cat_009689,1,afhq_dog_003009
afhq_cat_009689,2,afhq_dog_004217
afhq_cat_009689,3,afhq_dog_002644
afhq_cat_009689,4,afhq_dog_002765
afhq_cat_009689,5,afhq_dog_004619
afhq_cat_009689,6,afhq_dog_000356
afhq_cat_009689,7,afhq_dog_000367
afhq_cat_009689,8,afhq_dog_001463
afhq_cat_009689,9,afhq_dog_000640
afhq_cat_009689,10,afhq_dog_002745
afhq_cat_009689,11,afhq_dog_003657
afhq_cat_009689,12,afhq_dog_002378
afhq_cat_009689,13,afhq_dog_015064
afhq_cat_009689,14,afhq_dog_000733
afhq_cat_009689,15,afhq_dog_000845
afhq_cat_010085,1,afhq_dog_004472
afhq_cat_010085,2,afhq_dog_001701
afhq_cat_010085,3,afhq_dog_002105
afhq_cat_010085,4,afhq_dog_014910
afhq_cat_010085,5,afhq_dog_001463
afhq_cat_010085,6,afhq_dog_004721
afhq_cat_010085,7,afhq_dog_014950
afhq_cat_010085,8,afhq_dog_002827
afhq_cat_010085,9,afhq_dog_004026
afhq_cat_010085,10,afhq_dog_003454
afhq_cat_010085,11,afhq_dog_003553
afhq_cat_010085,12,afhq_dog_002449
afhq_cat_010085,13,afhq_dog_000659
afhq_cat_010085,14,afhq_dog_003389
afhq_cat_010085,15,afhq_dog_014840
afhq_cat_011716,1,afhq_dog_001283
afhq_cat_011716,2,afhq_dog_001277
afhq_cat_011716,3,afhq_dog_004082
afhq_cat_011716,4,afhq_dog_003551
afhq_cat_011716,5,afhq_dog_001809
afhq_cat_011716,6,afhq_dog_004195
afhq_cat_011716,7,afhq_dog_014921
afhq_cat_011716,8,afhq_dog_003002
afhq_cat_011716,9,afhq_dog_004391
afhq_cat_011716,10,afhq_dog_004317
afhq_cat_011716,11,afhq_dog_003644
afhq_cat_011716,12,afhq_dog_000733
afhq_cat_011716,13,afhq_dog_002566
afhq_cat_011716,14,afhq_dog_001878
afhq_cat_011716,15,afhq_dog_003967
afhq_cat_010622,1,afhq_dog_004721
afhq_cat_010622,2,afhq_dog_000029
afhq_cat_010622,3,afhq_dog_002481
afhq_cat_010622,4,afhq_dog_004542
afhq_cat_010622,5,afhq_dog_003564
afhq_cat_010622,6,afhq_dog_002125
afhq_cat_010622,7,afhq_dog_002889
afhq_cat_010622,8,afhq_dog_002827
afhq_cat_010622,9,afhq_dog_002809
afhq_cat_010622,10,afhq_dog_004026
afhq_cat_010622,11,afhq_dog_000845
afhq_cat_010622,12,afhq_dog_001071
afhq_cat_010622,13,afhq_dog_004082
afhq_cat_010622,14,afhq_dog_001701
afhq_cat_010622,15,afhq_dog_001463
afhq_cat_013652,1,afhq_dog_003424
afhq_cat_013652,2,afhq_dog_003636
afhq_cat_013652,3,afhq_dog_015041
afhq_cat_013652,4,afhq_dog_004317
afhq_cat_013652,5,afhq_dog_003722
afhq_cat_013652,6,afhq_dog_002692
afhq_cat_013652,7,afhq_dog_004512
afhq_cat_013652,8,afhq_dog_001809
afhq_cat_013652,9,afhq_dog_001342
afhq_cat_013652,10,afhq_dog_014903
afhq_cat_013652,11,afhq_dog_004082
afhq_cat_013652,12,afhq_dog_014950
afhq_cat_013652,13,afhq_dog_000909
afhq_cat_013652,14,afhq_dog_000087
afhq_cat_013652,15,afhq_dog_014645
afhq_cat_009669,1,afhq_dog_000967
afhq_cat_009669,2,afhq_dog_003707
afhq_cat_009669,3,afhq_dog_001049
afhq_cat_009669,4,afhq_dog_003722
afhq_cat_009669,5,afhq_dog_002806
afhq_cat_009669,6,afhq_dog_000883
afhq_cat_009669,7,afhq_dog_001310
afhq_cat_009669,8,afhq_dog_014741
afhq_cat_009669,9,afhq_dog_000363
afhq_cat_009669,10,afhq_dog_002356
afhq_cat_009669,11,afhq_dog_002447
afhq_cat_009669,12,afhq_dog_002613
afhq_cat_009669,13,afhq_dog_014881
afhq_cat_009669,14,afhq_dog_004217
afhq_cat_009669,15,afhq_dog_002820
afhq_cat_016015,1,afhq_dog_002765
afhq_cat_016015,2,afhq_dog_002827
afhq_cat_016015,3,afhq_dog_014910
afhq_cat_016015,4,afhq_dog_001277
afhq_cat_016015,5,afhq_dog_000965
afhq_cat_016015,6,afhq_dog_004188
afhq_cat_016015,7,afhq_dog_001701
afhq_cat_016015,8,afhq_dog_002517
afhq_cat_016015,9,afhq_dog_000367
afhq_cat_016015,10,afhq_dog_000822
afhq_cat_016015,11,afhq_dog_000547
afhq_cat_016015,12,afhq_dog_014843
afhq_cat_016015,13,afhq_dog_002365
afhq_cat_016015,14,afhq_dog_003901
afhq_cat_016015,15,afhq_dog_004317
afhq_cat_009532,1,afhq_dog_001735
afhq_cat_009532,2,afhq_dog_014741
afhq_cat_009532,3,afhq_dog_003707
afhq_cat_009532,4,afhq_dog_000733
afhq_cat_009532,5,afhq_dog_004619
afhq_cat_009532,6,afhq_dog_002898
afhq_cat_009532,7,afhq_dog_000162
afhq_cat_009532,8,afhq_dog_002447
afhq_cat_009532,9,afhq_dog_002945
afhq_cat_009532,10,afhq_dog_002105
afhq_cat_009532,11,afhq_dog_001893
afhq_cat_009532,12,afhq_dog_003825
afhq_cat_009532,13,afhq_dog_002000
afhq_cat_009532,14,afhq_dog_000590
afhq_cat_009532,15,afhq_dog_000967
afhq_cat_010107,1,afhq_dog_015064
afhq_cat_010107,2,afhq_dog_002363
afhq_cat_010107,3,afhq_dog_014774
afhq_cat_010107,4,afhq_dog_004512
afhq_cat_010107,5,afhq_dog_002178
afhq_cat_010107,6,afhq_dog_002031
afhq_cat_010107,7,afhq_dog_000007
afhq_cat_010107,8,afhq_dog_002644
afhq_cat_010107,9,afhq_dog_003382
afhq_cat_010107,10,afhq_dog_000688
afhq_cat_010107,11,afhq_dog_003935
afhq_cat_010107,12,afhq_dog_001809
afhq_cat_010107,13,afhq_dog_004317
afhq_cat_010107,14,afhq_dog_001016
afhq_cat_010107,15,afhq_dog_004721
afhq_cat_016080,1,afhq_dog_003356
afhq_cat_016080,2,afhq_dog_002566
afhq_cat_016080,3,afhq_dog_000087
afhq_cat_016080,4,afhq_dog_002644
afhq_cat_016080,5,afhq_dog_001781
afhq_cat_016080,6,afhq_dog_000612
afhq_cat_016080,7,afhq_dog_003188
afhq_cat_016080,8,afhq_dog_003795
afhq_cat_016080,9,afhq_dog_001302
afhq_cat_016080,10,afhq_dog_002363
afhq_cat_016080,11,afhq_dog_004217
afhq_cat_016080,12,afhq_dog_001544
afhq_cat_016080,13,afhq_dog_003722
afhq_cat_016080,14,afhq_dog_003564
afhq_cat_016080,15,afhq_dog_000706
afhq_cat_016002,1,afhq_dog_003825
afhq_cat_016002,2,afhq_dog_002040
afhq_cat_016002,3,afhq_dog_001762
afhq_cat_016002,4,afhq_dog_003454
afhq_cat_016002,5,afhq_dog_002644
afhq_cat_016002,6,afhq_dog_000640
afhq_cat_016002,7,afhq_dog_003967
afhq_cat_016002,8,afhq_dog_004103
afhq_cat_016002,9,afhq_dog_003289
afhq_cat_016002,10,afhq_dog_003250
afhq_cat_016002,11,afhq_dog_000390
afhq_cat_016002,12,afhq_dog_000704
afhq_cat_016002,13,afhq_dog_000370
afhq_cat_016002,14,afhq_dog_000029
afhq_cat_016002,15,afhq_dog_000162
afhq_cat_009773,1,afhq_dog_001851
afhq_cat_009773,2,afhq_dog_004199
afhq_cat_009773,3,afhq_dog_004139
afhq_cat_009773,4,afhq_dog_000640
afhq_cat_009773,5,afhq_dog_003644
afhq_cat_009773,6,afhq_dog_002968
afhq_cat_009773,7,afhq_dog_014685
afhq_cat_009773,8,afhq_dog_014741
afhq_cat_009773,9,afhq_dog_003289
afhq_cat_009773,10,afhq_dog_003552
afhq_cat_009773,11,afhq_dog_003825
afhq_cat_009773,12,afhq_dog_002378
afhq_cat_009773,13,afhq_dog_001604
afhq_cat_009773,14,afhq_dog_000326
afhq_cat_009773,15,afhq_dog_001762
afhq_cat_013968,1,afhq_dog_004391
afhq_cat_013968,2,afhq_dog_004591
afhq_cat_013968,3,afhq_dog_001727
afhq_cat_013968,4,afhq_dog_002439
afhq_cat_013968,5,afhq_dog_004494
afhq_cat_013968,6,afhq_dog_003985
afhq_cat_013968,7,afhq_dog_001283
afhq_cat_013968,8,afhq_dog_000079
afhq_cat_013968,9,afhq_dog_004317
afhq_cat_013968,10,afhq_dog_003901
afhq_cat_013968,11,afhq_dog_004217
afhq_cat_013968,12,afhq_dog_004199
afhq_cat_013968,13,afhq_dog_002449
afhq_cat_013968,14,afhq_dog_002040
afhq_cat_013968,15,afhq_dog_002015
afhq_cat_011593,1,afhq_dog_003009
afhq_cat_011593,2,afhq_dog_004217
afhq_cat_011593,3,afhq_dog_002644
afhq_cat_011593,4,afhq_dog_004619
afhq_cat_011593,5,afhq_dog_000367
afhq_cat_011593,6,afhq_dog_001463
afhq_cat_011593,7,afhq_dog_015064
afhq_cat_011593,8,afhq_dog_014774
afhq_cat_011593,9,afhq_dog_000640
afhq_cat_011593,10,afhq_dog_002745
afhq_cat_011593,11,afhq_dog_004591
afhq_cat_011593,12,afhq_dog_002378
afhq_cat_011593,13,afhq_dog_000345
afhq_cat_011593,14,afhq_dog_000845
afhq_cat_011593,15,afhq_dog_002765
afhq_cat_010242,1,afhq_dog_002340
afhq_cat_010242,2,afhq_dog_001781
afhq_cat_010242,3,afhq_dog_003644
afhq_cat_010242,4,afhq_dog_002015
afhq_cat_010242,5,afhq_dog_001240
afhq_cat_010242,6,afhq_dog_002294
afhq_cat_010242,7,afhq_dog_014741
afhq_cat_010242,8,afhq_dog_003188
afhq_cat_010242,9,afhq_dog_000612
afhq_cat_010242,10,afhq_dog_014850
afhq_cat_010242,11,afhq_dog_004391
afhq_cat_010242,12,afhq_dog_003628
afhq_cat_010242,13,afhq_dog_015118
afhq_cat_010242,14,afhq_dog_003722
afhq_cat_010242,15,afhq_dog_014843
afhq_cat_016079,1,afhq_dog_004345
afhq_cat_016079,2,afhq_dog_014840
afhq_cat_016079,3,afhq_dog_003825
afhq_cat_016079,4,afhq_dog_000967
afhq_cat_016079,5,afhq_dog_003707
afhq_cat_016079,6,afhq_dog_003188
afhq_cat_016079,7,afhq_dog_002356
afhq_cat_016079,8,afhq_dog_004199
afhq_cat_016079,9,afhq_dog_000326
afhq_cat_016079,10,afhq_dog_001762
afhq_cat_016079,11,afhq_dog_003335
afhq_cat_016079,12,afhq_dog_002046
afhq_cat_016079,13,afhq_dog_014741
afhq_cat_016079,14,afhq_dog_002392
afhq_cat_016079,15,afhq_dog_000130
afhq_cat_012565,1,afhq_dog_001283
afhq_cat_012565,2,afhq_dog_002517
afhq_cat_012565,3,afhq_dog_004250
afhq_cat_012565,4,afhq_dog_000845
afhq_cat_012565,5,afhq_dog_004317
afhq_cat_012565,6,afhq_dog_002392
afhq_cat_012565,7,afhq_dog_003709
afhq_cat_012565,8,afhq_dog_001781
afhq_cat_012565,9,afhq_dog_002644
afhq_cat_012565,10,afhq_dog_002294
afhq_cat_012565,11,afhq_dog_000336
afhq_cat_012565,12,afhq_dog_002000
afhq_cat_012565,13,afhq_dog_001277
afhq_cat_012565,14,afhq_dog_004203
afhq_cat_012565,15,afhq_dog_003722
afhq_cat_009713,1,afhq_dog_015064
afhq_cat_009713,2,afhq_dog_001071
afhq_cat_009713,3,afhq_dog_002827
afhq_cat_009713,4,afhq_dog_014840
afhq_cat_009713,5,afhq_dog_001240
afhq_cat_009713,6,afhq_dog_002644
afhq_cat_009713,7,afhq_dog_002801
afhq_cat_009713,8,afhq_dog_004391
afhq_cat_009713,9,afhq_dog_002968
afhq_cat_009713,10,afhq_dog_000540
afhq_cat_009713,11,afhq_dog_000547
afhq_cat_009713,12,afhq_dog_000356
afhq_cat_009713,13,afhq_dog_014685
afhq_cat_009713,14,afhq_dog_002130
afhq_cat_009713,15,afhq_dog_000477
afhq_cat_010478,1,afhq_dog_002841
afhq_cat_010478,2,afhq_dog_000920
afhq_cat_010478,3,afhq_dog_002481
afhq_cat_010478,4,afhq_dog_000026
afhq_cat_010478,5,afhq_dog_002889
afhq_cat_010478,6,afhq_dog_002363
afhq_cat_010478,7,afhq_dog_014908
afhq_cat_010478,8,afhq_dog_004300
afhq_cat_010478,9,afhq_dog_000390
afhq_cat_010478,10,afhq_dog_002015
afhq_cat_010478,11,afhq_dog_000967
afhq_cat_010478,12,afhq_dog_002745
afhq_cat_010478,13,afhq_dog_003707
afhq_cat_010478,14,afhq_dog_014950
afhq_cat_010478,15,afhq_dog_002898
afhq_cat_011637,1,afhq_dog_003051
afhq_cat_011637,2,afhq_dog_000822
afhq_cat_011637,3,afhq_dog_004159
afhq_cat_011637,4,afhq_dog_000659
afhq_cat_011637,5,afhq_dog_002801
afhq_cat_011637,6,afhq_dog_002015
afhq_cat_011637,7,afhq_dog_004391
afhq_cat_011637,8,afhq_dog_000370
afhq_cat_011637,9,afhq_dog_002827
afhq_cat_011637,10,afhq_dog_002765
afhq_cat_011637,11,afhq_dog_002898
afhq_cat_011637,12,afhq_dog_002391
afhq_cat_011637,13,afhq_dog_002517
afhq_cat_011637,14,afhq_dog_014840
afhq_cat_011637,15,afhq_dog_000390
afhq_cat_013513,1,afhq_dog_002178
afhq_cat_013513,2,afhq_dog_004345
afhq_cat_013513,3,afhq_dog_003389
afhq_cat_013513,4,afhq_dog_001310
afhq_cat_013513,5,afhq_dog_004195
afhq_cat_013513,6,afhq_dog_000129
afhq_cat_013513,7,afhq_dog_002447
afhq_cat_013513,8,afhq_dog_000130
afhq_cat_013513,9,afhq_dog_004300
afhq_cat_013513,10,afhq_dog_014908
afhq_cat_013513,11,afhq_dog_002366
afhq_cat_013513,12,afhq_dog_014685
afhq_cat_013513,13,afhq_dog_001049
afhq_cat_013513,14,afhq_dog_002040
afhq_cat_013513,15,afhq_dog_004296
afhq_cat_012660,1,afhq_dog_014933
afhq_cat_012660,2,afhq_dog_014843
afhq_cat_012660,3,afhq_dog_004082
afhq_cat_012660,4,afhq_dog_004250
afhq_cat_012660,5,afhq_dog_003830
afhq_cat_012660,6,afhq_dog_000336
afhq_cat_012660,7,afhq_dog_003002
afhq_cat_012660,8,afhq_dog_003424
afhq_cat_012660,9,afhq_dog_002000
afhq_cat_012660,10,afhq_dog_000909
afhq_cat_012660,11,afhq_dog_000370
afhq_cat_012660,12,afhq_dog_001851
afhq_cat_012660,13,afhq_dog_014774
afhq_cat_012660,14,afhq_dog_003967
afhq_cat_012660,15,afhq_dog_002447
afhq_cat_010608,1,afhq_dog_002806
afhq_cat_010608,2,afhq_dog_003382
afhq_cat_010608,3,afhq_dog_004199
afhq_cat_010608,4,afhq_dog_003644
afhq_cat_010608,5,afhq_dog_002591
afhq_cat_010608,6,afhq_dog_001893
afhq_cat_010608,7,afhq_dog_004317
afhq_cat_010608,8,afhq_dog_000326
afhq_cat_010608,9,afhq_dog_002801
afhq_cat_010608,10,afhq_dog_002046
afhq_cat_010608,11,afhq_dog_002841
afhq_cat_010608,12,afhq_dog_003849
afhq_cat_010608,13,afhq_dog_002363
afhq_cat_010608,14,afhq_dog_002945
afhq_cat_010608,15,afhq_dog_001809
afhq_cat_013456,1,afhq_dog_002392
afhq_cat_013456,2,afhq_dog_002809
afhq_cat_013456,3,afhq_dog_002517
afhq_cat_013456,4,afhq_dog_004721
afhq_cat_013456,5,afhq_dog_004250
afhq_cat_013456,6,afhq_dog_000370
afhq_cat_013456,7,afhq_dog_001701
afhq_cat_013456,8,afhq_dog_002560
afhq_cat_013456,9,afhq_dog_004317
afhq_cat_013456,10,afhq_dog_003849
afhq_cat_013456,11,afhq_dog_001893
afhq_cat_013456,12,afhq_dog_004117
afhq_cat_013456,13,afhq_dog_002945
afhq_cat_013456,14,afhq_dog_001809
afhq_cat_013456,15,afhq_dog_014840
afhq_cat_013024,1,afhq_dog_003985
afhq_cat_013024,2,afhq_dog_003531
afhq_cat_013024,3,afhq_dog_000612
afhq_cat_013024,4,afhq_dog_003188
afhq_cat_013024,5,afhq_dog_003722
afhq_cat_013024,6,afhq_dog_002378
afhq_cat_013024,7,afhq_dog_004159
afhq_cat_013024,8,afhq_dog_014910
afhq_cat_013024,9,afhq_dog_003589
afhq_cat_013024,10,afhq_dog_000370
afhq_cat_013024,11,afhq_dog_003935
afhq_cat_013024,12,afhq_dog_003002
afhq_cat_013024,13,afhq_dog_015064
afhq_cat_013024,14,afhq_dog_004123
afhq_cat_013024,15,afhq_dog_004188
afhq_cat_011602,1,afhq_dog_001302
afhq_cat_011602,2,afhq_dog_002881
afhq_cat_011602,3,afhq_dog_003250
afhq_cat_011602,4,afhq_dog_002365
afhq_cat_011602,5,afhq_dog_002889
afhq_cat_011602,6,afhq_dog_002321
afhq_cat_011602,7,afhq_dog_015118
afhq_cat_011602,8,afhq_dog_000044
afhq_cat_011602,9,afhq_dog_003895
afhq_cat_011602,10,afhq_dog_003644
afhq_cat_011602,11,afhq_dog_002459
afhq_cat_011602,12,afhq_dog_001334
afhq_cat_011602,13,afhq_dog_014850
afhq_cat_011602,14,afhq_dog_002046
afhq_cat_011602,15,afhq_dog_015074
afhq_cat_012034,1,afhq_dog_004542
afhq_cat_012034,2,afhq_dog_003564
afhq_cat_012034,3,afhq_dog_002125
afhq_cat_012034,4,afhq_dog_002889
afhq_cat_012034,5,afhq_dog_001277
afhq_cat_012034,6,afhq_dog_000540
afhq_cat_012034,7,afhq_dog_000883
afhq_cat_012034,8,afhq_dog_001283
afhq_cat_012034,9,afhq_dog_002391
afhq_cat_012034,10,afhq_dog_003589
afhq_cat_012034,11,afhq_dog_000810
afhq_cat_012034,12,afhq_dog_004607
afhq_cat_012034,13,afhq_dog_003890
afhq_cat_012034,14,afhq_dog_004591
afhq_cat_012034,15,afhq_dog_001701
afhq_cat_011050,1,afhq_dog_003589
afhq_cat_011050,2,afhq_dog_001762
afhq_cat_011050,3,afhq_dog_003825
afhq_cat_011050,4,afhq_dog_002291
afhq_cat_011050,5,afhq_dog_000007
afhq_cat_011050,6,afhq_dog_000231
afhq_cat_011050,7,afhq_dog_000162
afhq_cat_011050,8,afhq_dog_001016
afhq_cat_011050,9,afhq_dog_002806
afhq_cat_011050,10,afhq_dog_015119
afhq_cat_011050,11,afhq_dog_004199
afhq_cat_011050,12,afhq_dog_004296
afhq_cat_011050,13,afhq_dog_003424
afhq_cat_011050,14,afhq_dog_003454
afhq_cat_011050,15,afhq_dog_002765
afhq_cat_012279,1,afhq_dog_004203
afhq_cat_012279,2,afhq_dog_003551
afhq_cat_012279,3,afhq_dog_002378
afhq_cat_012279,4,afhq_dog_001809
afhq_cat_012279,5,afhq_dog_002841
afhq_cat_012279,6,afhq_dog_000540
afhq_cat_012279,7,afhq_dog_014840
afhq_cat_012279,8,afhq_dog_002893
afhq_cat_012279,9,afhq_dog_001283
afhq_cat_012279,10,afhq_dog_002481
afhq_cat_012279,11,afhq_dog_000920
afhq_cat_012279,12,afhq_dog_003002
afhq_cat_012279,13,afhq_dog_001727
afhq_cat_012279,14,afhq_dog_000026
afhq_cat_012279,15,afhq_dog_014774
afhq_cat_014024,1,afhq_dog_002765
afhq_cat_014024,2,afhq_dog_000370
afhq_cat_014024,3,afhq_dog_000477
afhq_cat_014024,4,afhq_dog_000087
afhq_cat_014024,5,afhq_dog_015119
afhq_cat_014024,6,afhq_dog_001071
afhq_cat_014024,7,afhq_dog_000162
afhq_cat_014024,8,afhq_dog_003901
afhq_cat_014024,9,afhq_dog_003454
afhq_cat_014024,10,afhq_dog_002517
afhq_cat_014024,11,afhq_dog_000822
afhq_cat_014024,12,afhq_dog_014840
afhq_cat_014024,13,afhq_dog_000130
afhq_cat_014024,14,afhq_dog_004159
afhq_cat_014024,15,afhq_dog_000029
afhq_cat_012208,1,afhq_dog_004103
afhq_cat_012208,2,afhq_dog_001850
afhq_cat_012208,3,afhq_dog_014741
afhq_cat_012208,4,afhq_dog_000733
afhq_cat_012208,5,afhq_dog_004317
afhq_cat_012208,6,afhq_dog_002898
afhq_cat_012208,7,afhq_dog_000370
afhq_cat_012208,8,afhq_dog_002827
afhq_cat_012208,9,afhq_dog_001735
afhq_cat_012208,10,afhq_dog_000972
afhq_cat_012208,11,afhq_dog_002801
afhq_cat_012208,12,afhq_dog_001283
afhq_cat_012208,13,afhq_dog_002806
afhq_cat_012208,14,afhq_dog_002945
afhq_cat_012208,15,afhq_dog_002291
afhq_cat_010428,1,afhq_dog_003967
afhq_cat_010428,2,afhq_dog_000972
afhq_cat_010428,3,afhq_dog_003454
afhq_cat_010428,4,afhq_dog_001727
afhq_cat_010428,5,afhq_dog_003830
afhq_cat_010428,6,afhq_dog_000477
afhq_cat_010428,7,afhq_dog_000029
afhq_cat_010428,8,afhq_dog_014676
afhq_cat_010428,9,afhq_dog_003825
afhq_cat_010428,10,afhq_dog_003531
afhq_cat_010428,11,afhq_dog_001781
afhq_cat_010428,12,afhq_dog_004250
afhq_cat_010428,13,afhq_dog_002366
afhq_cat_010428,14,afhq_dog_004103
afhq_cat_010428,15,afhq_dog_003564
afhq_cat_015634,1,afhq_dog_000029
afhq_cat_015634,2,afhq_dog_003051
afhq_cat_015634,3,afhq_dog_003389
afhq_cat_015634,4,afhq_dog_002827
afhq_cat_015634,5,afhq_dog_004123
afhq_cat_015634,6,afhq_dog_002692
afhq_cat_015634,7,afhq_dog_003924
afhq_cat_015634,8,afhq_dog_000822
afhq_cat_015634,9,afhq_dog_003707
afhq_cat_015634,10,afhq_dog_002765
afhq_cat_015634,11,afhq_dog_003636
afhq_cat_015634,12,afhq_dog_000590
afhq_cat_015634,13,afhq_dog_000659
afhq_cat_015634,14,afhq_dog_003553
afhq_cat_015634,15,afhq_dog_004026
afhq_cat_010714,1,afhq_dog_000345
afhq_cat_010714,2,afhq_dog_001277
afhq_cat_010714,3,afhq_dog_000659
afhq_cat_010714,4,afhq_dog_002945
afhq_cat_010714,5,afhq_dog_002365
afhq_cat_010714,6,afhq_dog_003454
afhq_cat_010714,7,afhq_dog_000477
afhq_cat_010714,8,afhq_dog_014741
afhq_cat_010714,9,afhq_dog_003644
afhq_cat_010714,10,afhq_dog_000547
afhq_cat_010714,11,afhq_dog_002000
afhq_cat_010714,12,afhq_dog_002901
afhq_cat_010714,13,afhq_dog_000367
afhq_cat_010714,14,afhq_dog_000965
afhq_cat_010714,15,afhq_dog_004188
afhq_cat_016000,1,afhq_dog_014910
afhq_cat_016000,2,afhq_dog_001308
afhq_cat_016000,3,afhq_dog_003556
afhq_cat_016000,4,afhq_dog_003975
afhq_cat_016000,5,afhq_dog_002321
afhq_cat_016000,6,afhq_dog_002040
afhq_cat_016000,7,afhq_dog_002517
afhq_cat_016000,8,afhq_dog_004250
afhq_cat_016000,9,afhq_dog_004123
afhq_cat_016000,10,afhq_dog_000845
afhq_cat_016000,11,afhq_dog_001508
afhq_cat_016000,12,afhq_dog_000356
afhq_cat_016000,13,afhq_dog_003901
afhq_cat_016000,14,afhq_dog_002392
afhq_cat_016000,15,afhq_dog_003985
afhq_cat_012150,1,afhq_dog_002113
afhq_cat_012150,2,afhq_dog_001544
afhq_cat_012150,3,afhq_dog_003825
afhq_cat_012150,4,afhq_dog_014676
afhq_cat_012150,5,afhq_dog_003795
afhq_cat_012150,6,afhq_dog_004082
afhq_cat_012150,7,afhq_dog_014741
afhq_cat_012150,8,afhq_dog_004512
afhq_cat_012150,9,afhq_dog_000044
afhq_cat_012150,10,afhq_dog_000074
afhq_cat_012150,11,afhq_dog_004296
afhq_cat_012150,12,afhq_dog_002000
afhq_cat_012150,13,afhq_dog_001461
afhq_cat_012150,14,afhq_dog_004300
afhq_cat_012150,15,afhq_dog_004217
afhq_cat_012678,1,afhq_dog_000540
afhq_cat_012678,2,afhq_dog_002481
afhq_cat_012678,3,afhq_dog_014774
afhq_cat_012678,4,afhq_dog_002827
afhq_cat_012678,5,afhq_dog_015064
