query_id,rank,target_id
afhq_dog_004398,15,afhq_cat_013793
afhq_dog_015041,1,afhq_cat_013652
afhq_dog_015041,2,afhq_cat_010390
afhq_dog_015041,3,afhq_cat_010686
afhq_dog_015041,4,afhq_cat_014479
afhq_dog_015041,5,afhq_cat_010038
afhq_dog_015041,6,afhq_cat_011182
afhq_dog_015041,7,afhq_cat_013579
afhq_dog_015041,8,afhq_cat_014578
afhq_dog_015041,9,afhq_cat_010107
afhq_dog_015041,10,afhq_cat_012724
afhq_dog_015041,11,afhq_cat_012307
afhq_dog_015041,12,afhq_cat_012091
afhq_dog_015041,13,afhq_cat_013491
afhq_dog_015041,14,afhq_cat_009682
afhq_dog_015041,15,afhq_cat_013999
afhq_dog_000547,1,afhq_cat_011260
afhq_dog_000547,2,afhq_cat_013450
afhq_dog_000547,3,afhq_cat_015801
afhq_dog_000547,4,afhq_cat_014126
afhq_dog_000547,5,afhq_cat_014548
afhq_dog_000547,6,afhq_cat_011460
afhq_dog_000547,7,afhq_cat_012682
afhq_dog_000547,8,afhq_cat_016052
afhq_dog_000547,9,afhq_cat_009644
afhq_dog_000547,10,afhq_cat_013328
afhq_dog_000547,11,afhq_cat_009575
afhq_dog_000547,12,afhq_cat_014213
afhq_dog_000547,13,afhq_cat_010112
afhq_dog_000547,14,afhq_cat_010848
afhq_dog_000547,15,afhq_cat_010130
afhq_dog_004518,1,afhq_cat_012522
afhq_dog_004518,2,afhq_cat_010011
afhq_dog_004518,3,afhq_cat_013344
afhq_dog_004518,4,afhq_cat_012307
afhq_dog_004518,5,afhq_cat_010420
afhq_dog_004518,6,afhq_cat_010130
afhq_dog_004518,7,afhq_cat_013451
afhq_dog_004518,8,afhq_cat_013232
afhq_dog_004518,9,afhq_cat_014500
afhq_dog_004518,10,afhq_cat_009773
afhq_dog_004518,11,afhq_cat_009880
afhq_dog_004518,12,afhq_cat_012985
afhq_dog_004518,13,afhq_cat_009931
afhq_dog_004518,14,afhq_cat_012513
afhq_dog_004518,15,afhq_cat_012329
afhq_dog_002858,1,afhq_cat_012898
afhq_dog_002858,2,afhq_cat_016000
afhq_dog_002858,3,afhq_cat_009880
afhq_dog_002858,4,afhq_cat_012329
afhq_dog_002858,5,afhq_cat_012236
afhq_dog_002858,6,afhq_cat_013176
afhq_dog_002858,7,afhq_cat_014110
afhq_dog_002858,8,afhq_cat_013328
afhq_dog_002858,9,afhq_cat_011399
afhq_dog_002858,10,afhq_cat_011932
afhq_dog_002858,11,afhq_cat_013242
afhq_dog_002858,12,afhq_cat_012279
afhq_dog_002858,13,afhq_cat_013159
afhq_dog_002858,14,afhq_cat_010897
afhq_dog_002858,15,afhq_cat_013813
afhq_dog_000604,1,afhq_cat_013932
afhq_dog_000604,2,afhq_cat_011191
afhq_dog_000604,3,afhq_cat_014365
afhq_dog_000604,4,afhq_cat_015647
afhq_dog_000604,5,afhq_cat_011992
afhq_dog_000604,6,afhq_cat_013813
afhq_dog_000604,7,afhq_cat_013174
afhq_dog_000604,8,afhq_cat_010557
afhq_dog_000604,9,afhq_cat_010210
afhq_dog_000604,10,afhq_cat_015634
afhq_dog_000604,11,afhq_cat_011363
afhq_dog_000604,12,afhq_cat_013579
afhq_dog_000604,13,afhq_cat_012639
afhq_dog_000604,14,afhq_cat_013740
afhq_dog_000604,15,afhq_cat_010112
afhq_dog_014799,1,afhq_cat_013161
afhq_dog_014799,2,afhq_cat_013344
afhq_dog_014799,3,afhq_cat_013740
afhq_dog_014799,4,afhq_cat_016010
afhq_dog_014799,5,afhq_cat_015803
afhq_dog_014799,6,afhq_cat_013235
afhq_dog_014799,7,afhq_cat_010323
afhq_dog_014799,8,afhq_cat_011066
afhq_dog_014799,9,afhq_cat_010958
afhq_dog_014799,10,afhq_cat_015827
afhq_dog_014799,11,afhq_cat_012643
afhq_dog_014799,12,afhq_cat_010606
afhq_dog_014799,13,afhq_cat_015813
afhq_dog_014799,14,afhq_cat_014393
afhq_dog_014799,15,afhq_cat_012494
afhq_dog_002564,1,afhq_cat_011549
afhq_dog_002564,2,afhq_cat_012941
afhq_dog_002564,3,afhq_cat_013829
afhq_dog_002564,4,afhq_cat_013328
afhq_dog_002564,5,afhq_cat_010550
afhq_dog_002564,6,afhq_cat_009880
afhq_dog_002564,7,afhq_cat_013999
afhq_dog_002564,8,afhq_cat_012821
afhq_dog_002564,9,afhq_cat_014211
afhq_dog_002564,10,afhq_cat_012150
afhq_dog_002564,11,afhq_cat_010324
afhq_dog_002564,12,afhq_cat_014258
afhq_dog_002564,13,afhq_cat_013159
afhq_dog_002564,14,afhq_cat_012598
afhq_dog_002564,15,afhq_cat_014124
afhq_dog_001016,1,afhq_cat_013174
afhq_dog_001016,2,afhq_cat_010210
afhq_dog_001016,3,afhq_cat_015634
afhq_dog_001016,4,afhq_cat_012990
afhq_dog_001016,5,afhq_cat_015968
afhq_dog_001016,6,afhq_cat_014383
afhq_dog_001016,7,afhq_cat_012639
afhq_dog_001016,8,afhq_cat_016052
afhq_dog_001016,9,afhq_cat_011563
afhq_dog_001016,10,afhq_cat_013740
afhq_dog_001016,11,afhq_cat_013161
afhq_dog_001016,12,afhq_cat_013935
afhq_dog_001016,13,afhq_cat_010238
afhq_dog_001016,14,afhq_cat_009629
afhq_dog_001016,15,afhq_cat_012720
afhq_dog_015076,1,afhq_cat_013770
afhq_dog_015076,2,afhq_cat_015871
afhq_dog_015076,3,afhq_cat_013305
afhq_dog_015076,4,afhq_cat_010044
afhq_dog_015076,5,afhq_cat_012236
afhq_dog_015076,6,afhq_cat_013235
afhq_dog_015076,7,afhq_cat_009618
afhq_dog_015076,8,afhq_cat_011597
afhq_dog_015076,9,afhq_cat_013932
afhq_dog_015076,10,afhq_cat_012647
afhq_dog_015076,11,afhq_cat_013967
afhq_dog_015076,12,afhq_cat_009525
afhq_dog_015076,13,afhq_cat_013344
afhq_dog_015076,14,afhq_cat_013318
afhq_dog_015076,15,afhq_cat_009942
afhq_dog_000331,1,afhq_cat_012941
afhq_dog_000331,2,afhq_cat_014211
afhq_dog_000331,3,afhq_cat_013450
afhq_dog_000331,4,afhq_cat_010112
afhq_dog_000331,5,afhq_cat_011967
afhq_dog_000331,6,afhq_cat_013442
afhq_dog_000331,7,afhq_cat_014126
afhq_dog_000331,8,afhq_cat_013829
afhq_dog_000331,9,afhq_cat_011196
afhq_dog_000331,10,afhq_cat_010897
afhq_dog_000331,11,afhq_cat_011413
afhq_dog_000331,12,afhq_cat_012329
afhq_dog_000331,13,afhq_cat_011191
afhq_dog_000331,14,afhq_cat_010044
afhq_dog_000331,15,afhq_cat_013770
afhq_dog_002439,1,afhq_cat_012772
afhq_dog_002439,2,afhq_cat_012786
afhq_dog_002439,3,afhq_cat_011027
afhq_dog_002439,4,afhq_cat_009525
afhq_dog_002439,5,afhq_cat_014169
afhq_dog_002439,6,afhq_cat_013491
afhq_dog_002439,7,afhq_cat_011563
afhq_dog_002439,8,afhq_cat_015871
afhq_dog_002439,9,afhq_cat_012150
afhq_dog_002439,10,afhq_cat_011265
afhq_dog_002439,11,afhq_cat_013286
afhq_dog_002439,12,afhq_cat_013006
afhq_dog_002439,13,afhq_cat_012989
afhq_dog_002439,14,afhq_cat_012091
afhq_dog_002439,15,afhq_cat_013793
afhq_dog_003644,1,afhq_cat_010107
afhq_dog_003644,2,afhq_cat_011597
afhq_dog_003644,3,afhq_cat_009618
afhq_dog_003644,4,afhq_cat_012206
afhq_dog_003644,5,afhq_cat_009880
afhq_dog_003644,6,afhq_cat_012329
afhq_dog_003644,7,afhq_cat_010550
afhq_dog_003644,8,afhq_cat_014094
afhq_dog_003644,9,afhq_cat_010390
afhq_dog_003644,10,afhq_cat_012236
afhq_dog_003644,11,afhq_cat_013829
afhq_dog_003644,12,afhq_cat_014126
afhq_dog_003644,13,afhq_cat_015801
afhq_dog_003644,14,afhq_cat_010911
afhq_dog_003644,15,afhq_cat_010011
afhq_dog_002823,1,afhq_cat_013286
afhq_dog_002823,2,afhq_cat_010323
afhq_dog_002823,3,afhq_cat_013793
afhq_dog_002823,4,afhq_cat_012985
afhq_dog_002823,5,afhq_cat_014365
afhq_dog_002823,6,afhq_cat_010820
afhq_dog_002823,7,afhq_cat_011027
afhq_dog_002823,8,afhq_cat_010210
afhq_dog_002823,9,afhq_cat_012647
afhq_dog_002823,10,afhq_cat_009942
afhq_dog_002823,11,afhq_cat_010289
afhq_dog_002823,12,afhq_cat_012206
afhq_dog_002823,13,afhq_cat_013174
afhq_dog_002823,14,afhq_cat_011573
afhq_dog_002823,15,afhq_cat_009710
afhq_dog_003392,1,afhq_cat_010815
afhq_dog_003392,2,afhq_cat_014365
afhq_dog_003392,3,afhq_cat_015801
afhq_dog_003392,4,afhq_cat_013159
afhq_dog_003392,5,afhq_cat_013451
afhq_dog_003392,6,afhq_cat_012682
afhq_dog_003392,7,afhq_cat_012091
afhq_dog_003392,8,afhq_cat_013261
afhq_dog_003392,9,afhq_cat_013235
afhq_dog_003392,10,afhq_cat_016052
afhq_dog_003392,11,afhq_cat_009884
afhq_dog_003392,12,afhq_cat_012307
afhq_dog_003392,13,afhq_cat_011399
afhq_dog_003392,14,afhq_cat_011932
afhq_dog_003392,15,afhq_cat_015964
afhq_dog_004238,1,afhq_cat_012149
afhq_dog_004238,2,afhq_cat_010815
afhq_dog_004238,3,afhq_cat_012513
afhq_dog_004238,4,afhq_cat_012598
afhq_dog_004238,5,afhq_cat_010067
afhq_dog_004238,6,afhq_cat_013450
afhq_dog_004238,7,afhq_cat_012072
afhq_dog_004238,8,afhq_cat_014124
afhq_dog_004238,9,afhq_cat_012307
afhq_dog_004238,10,afhq_cat_013614
afhq_dog_004238,11,afhq_cat_013866
afhq_dog_004238,12,afhq_cat_013697
afhq_dog_004238,13,afhq_cat_013344
afhq_dog_004238,14,afhq_cat_012724
afhq_dog_004238,15,afhq_cat_010313
afhq_dog_001998,1,afhq_cat_012091
afhq_dog_001998,2,afhq_cat_012996
afhq_dog_001998,3,afhq_cat_009710
afhq_dog_001998,4,afhq_cat_011460
afhq_dog_001998,5,afhq_cat_013467
afhq_dog_001998,6,afhq_cat_010820
afhq_dog_001998,7,afhq_cat_014548
afhq_dog_001998,8,afhq_cat_012279
afhq_dog_001998,9,afhq_cat_013176
afhq_dog_001998,10,afhq_cat_013235
afhq_dog_001998,11,afhq_cat_012150
afhq_dog_001998,12,afhq_cat_010324
afhq_dog_001998,13,afhq_cat_013967
afhq_dog_001998,14,afhq_cat_014258
afhq_dog_001998,15,afhq_cat_012647
afhq_dog_002881,1,afhq_cat_014110
afhq_dog_002881,2,afhq_cat_010210
afhq_dog_002881,3,afhq_cat_010501
afhq_dog_002881,4,afhq_cat_015788
afhq_dog_002881,5,afhq_cat_012307
afhq_dog_002881,6,afhq_cat_010038
afhq_dog_002881,7,afhq_cat_013614
afhq_dog_002881,8,afhq_cat_012941
afhq_dog_002881,9,afhq_cat_013697
afhq_dog_002881,10,afhq_cat_012598
afhq_dog_002881,11,afhq_cat_012724
afhq_dog_002881,12,afhq_cat_009942
afhq_dog_002881,13,afhq_cat_009957
afhq_dog_002881,14,afhq_cat_012329
afhq_dog_002881,15,afhq_cat_013286
afhq_dog_003018,1,afhq_cat_010911
afhq_dog_003018,2,afhq_cat_012460
afhq_dog_003018,3,afhq_cat_013829
afhq_dog_003018,4,afhq_cat_011196
afhq_dog_003018,5,afhq_cat_013151
afhq_dog_003018,6,afhq_cat_013122
afhq_dog_003018,7,afhq_cat_009629
afhq_dog_003018,8,afhq_cat_013344
afhq_dog_003018,9,afhq_cat_015791
afhq_dog_003018,10,afhq_cat_012276
afhq_dog_003018,11,afhq_cat_012639
afhq_dog_003018,12,afhq_cat_014383
afhq_dog_003018,13,afhq_cat_015871
afhq_dog_003018,14,afhq_cat_013770
afhq_dog_003018,15,afhq_cat_010323
afhq_dog_002657,1,afhq_cat_013214
afhq_dog_002657,2,afhq_cat_013829
afhq_dog_002657,3,afhq_cat_014124
afhq_dog_002657,4,afhq_cat_013770
afhq_dog_002657,5,afhq_cat_009880
afhq_dog_002657,6,afhq_cat_010623
afhq_dog_002657,7,afhq_cat_011967
afhq_dog_002657,8,afhq_cat_014514
afhq_dog_002657,9,afhq_cat_013866
afhq_dog_002657,10,afhq_cat_012647
afhq_dog_002657,11,afhq_cat_010652
afhq_dog_002657,12,afhq_cat_015982
afhq_dog_002657,13,afhq_cat_012276
afhq_dog_002657,14,afhq_cat_013999
afhq_dog_002657,15,afhq_cat_010820
afhq_dog_003100,1,afhq_cat_015702
afhq_dog_003100,2,afhq_cat_014078
afhq_dog_003100,3,afhq_cat_013235
afhq_dog_003100,4,afhq_cat_011311
afhq_dog_003100,5,afhq_cat_013697
afhq_dog_003100,6,afhq_cat_012307
afhq_dog_003100,7,afhq_cat_013101
afhq_dog_003100,8,afhq_cat_011067
afhq_dog_003100,9,afhq_cat_012279
afhq_dog_003100,10,afhq_cat_012724
afhq_dog_003100,11,afhq_cat_014024
afhq_dog_003100,12,afhq_cat_010011
afhq_dog_003100,13,afhq_cat_012236
afhq_dog_003100,14,afhq_cat_013614
afhq_dog_003100,15,afhq_cat_015964
afhq_dog_004391,1,afhq_cat_013235
afhq_dog_004391,2,afhq_cat_012643
afhq_dog_004391,3,afhq_cat_010606
afhq_dog_004391,4,afhq_cat_010820
afhq_dog_004391,5,afhq_cat_013967
afhq_dog_004391,6,afhq_cat_012647
afhq_dog_004391,7,afhq_cat_011460
afhq_dog_004391,8,afhq_cat_009710
afhq_dog_004391,9,afhq_cat_009942
afhq_dog_004391,10,afhq_cat_013122
afhq_dog_004391,11,afhq_cat_013286
afhq_dog_004391,12,afhq_cat_013450
afhq_dog_004391,13,afhq_cat_015801
afhq_dog_004391,14,afhq_cat_014548
afhq_dog_004391,15,afhq_cat_010911
afhq_dog_001968,1,afhq_cat_012892
afhq_dog_001968,2,afhq_cat_013908
afhq_dog_001968,3,afhq_cat_011049
afhq_dog_001968,4,afhq_cat_010038
afhq_dog_001968,5,afhq_cat_011563
afhq_dog_001968,6,afhq_cat_009618
afhq_dog_001968,7,afhq_cat_010136
afhq_dog_001968,8,afhq_cat_010897
afhq_dog_001968,9,afhq_cat_009880
afhq_dog_001968,10,afhq_cat_014124
afhq_dog_001968,11,afhq_cat_013344
afhq_dog_001968,12,afhq_cat_011798
afhq_dog_001968,13,afhq_cat_013829
afhq_dog_001968,14,afhq_cat_011932
afhq_dog_001968,15,afhq_cat_011260
afhq_dog_000001,1,afhq_cat_012372
afhq_dog_000001,2,afhq_cat_012772
afhq_dog_000001,3,afhq_cat_011027
afhq_dog_000001,4,afhq_cat_012996
afhq_dog_000001,5,afhq_cat_011834
afhq_dog_000001,6,afhq_cat_012307
afhq_dog_000001,7,afhq_cat_013697
afhq_dog_000001,8,afhq_cat_013328
afhq_dog_000001,9,afhq_cat_015697
afhq_dog_000001,10,afhq_cat_012724
afhq_dog_000001,11,afhq_cat_010017
afhq_dog_000001,12,afhq_cat_014199
afhq_dog_000001,13,afhq_cat_014258
afhq_dog_000001,14,afhq_cat_013491
afhq_dog_000001,15,afhq_cat_015773
afhq_dog_002388,1,afhq_cat_010382
afhq_dog_002388,2,afhq_cat_010238
afhq_dog_002388,3,afhq_cat_009884
afhq_dog_002388,4,afhq_cat_013305
afhq_dog_002388,5,afhq_cat_011196
afhq_dog_002388,6,afhq_cat_012091
afhq_dog_002388,7,afhq_cat_015803
afhq_dog_002388,8,afhq_cat_014514
afhq_dog_002388,9,afhq_cat_014024
afhq_dog_002388,10,afhq_cat_012639
afhq_dog_002388,11,afhq_cat_012821
afhq_dog_002388,12,afhq_cat_010112
afhq_dog_002388,13,afhq_cat_012463
afhq_dog_002388,14,afhq_cat_010136
afhq_dog_002388,15,afhq_cat_013174
afhq_dog_003636,1,afhq_cat_012720
afhq_dog_003636,2,afhq_cat_013793
afhq_dog_003636,3,afhq_cat_011174
afhq_dog_003636,4,afhq_cat_015791
afhq_dog_003636,5,afhq_cat_015803
